user_id,name,parent_name,fraud_score,spam_score,sim_id,id_used,sim_status,activation_date,sim_fraud_score,cdr_timestamp,duration,call_type,current_location,agent_id,agent_fraud_score,cdr_id
756,User_756,Parent_25,0.146984122,0.074429598,1582,Aadhaar Card,Inactive,30/03/24,0.031532801,14/01/25 11:24,38,SMS,Madhya Pradesh,355,0.256380647,1582
757,User_757,Parent_41,0.16515408,0.837978412,1583,Driving License,Inactive,18/09/24,0.018689878,20/11/24 11:24,291,SMS,Punjab,450,0.152534966,1583
757,User_757,Parent_41,0.16515408,0.837978412,1584,Voter Card,Inactive,20/03/24,0.008513972,13/02/25 11:24,160,outbound,Andhra Pradesh,450,0.152534966,1584
757,User_757,Parent_41,0.16515408,0.837978412,1585,Driving License,Active,31/10/24,0.090071,05/12/24 11:24,231,inbound,Gujarat,450,0.152534966,1585
758,User_758,Parent_67,0.153208458,0.909973818,1586,Driving License,Active,31/05/24,0.062565247,16/01/25 11:24,234,SMS,Sikkim,42,0.026566998,1586
758,User_758,Parent_67,0.153208458,0.909973818,1587,Driving License,Inactive,20/04/24,0.042804756,31/01/25 11:24,181,outbound,Odisha,42,0.026566998,1587
759,User_759,Parent_5,0.090119253,0.792601644,1588,Aadhaar Card,Active,04/08/24,0.018425456,29/12/24 11:24,294,inbound,West Bengal,433,0.060666517,1588
760,User_760,Parent_99,0.072148602,0.302015611,1589,Voter Card,Active,11/10/24,0.055330197,30/11/24 11:24,214,inbound,Jharkhand,345,0.025400702,1589
760,User_760,Parent_99,0.072148602,0.302015611,1590,Driving License,Inactive,15/03/24,0.010650767,15/02/25 11:24,47,SMS,Kerala,345,0.025400702,1590
760,User_760,Parent_99,0.072148602,0.302015611,1591,Driving License,Inactive,30/06/24,0.045120665,25/11/24 11:24,261,SMS,Chhattisgarh,345,0.025400702,1591
761,User_761,Parent_8,0.127772669,0.668696281,1592,Voter Card,Inactive,08/12/24,0.019891878,21/01/25 11:24,114,SMS,Uttar Pradesh,22,0.010728686,1592
762,User_762,Parent_96,0.113670959,0.75880456,1593,Voter Card,Active,14/08/24,0.022043204,12/01/25 11:24,131,inbound,Chhattisgarh,362,0.029603517,1593
762,User_762,Parent_96,0.113670959,0.75880456,1594,Driving License,Inactive,24/02/24,0.053743243,30/01/25 11:24,195,SMS,Haryana,362,0.029603517,1594
762,User_762,Parent_96,0.113670959,0.75880456,1595,Aadhaar Card,Inactive,21/07/24,0.040405638,24/01/25 11:24,38,SMS,Mizoram,362,0.029603517,1595
763,User_763,Parent_14,0.120814895,0.072515322,1596,Driving License,Inactive,17/06/24,0.03257964,28/12/24 11:24,51,outbound,Arunachal Pradesh,362,0.029603517,1596
764,User_764,Parent_49,0.127907074,0.234909554,1597,Driving License,Active,05/03/24,0.010480149,14/02/25 11:24,232,SMS,Madhya Pradesh,98,0.238056484,1597
764,User_764,Parent_49,0.127907074,0.234909554,1598,Aadhaar Card,Active,23/07/24,0.030088212,23/11/24 11:24,271,SMS,Himachal Pradesh,98,0.238056484,1598
765,User_765,Parent_29,0.079189276,0.825604998,1599,Voter Card,Inactive,08/06/24,0.073915833,03/01/25 11:24,255,outbound,Chhattisgarh,276,0.241303025,1599
765,User_765,Parent_29,0.079189276,0.825604998,1600,Driving License,Inactive,01/09/24,0.067728698,04/01/25 11:24,46,SMS,Maharashtra,276,0.241303025,1600
766,User_766,Parent_68,0.054664846,0.635889419,1601,Voter Card,Active,16/12/24,0.067619673,20/01/25 11:24,90,outbound,Himachal Pradesh,34,0.058311901,1601
766,User_766,Parent_68,0.054664846,0.635889419,1602,Driving License,Active,26/09/24,0.029605239,09/01/25 11:24,51,inbound,Assam,34,0.058311901,1602
767,User_767,Parent_24,0.157425615,0.908847098,1603,Driving License,Inactive,30/10/24,0.034736391,03/02/25 11:24,76,inbound,Bihar,157,0.052437853,1603
768,User_768,Parent_23,0.159297366,0.04943007,1604,Aadhaar Card,Active,14/02/25,0.032688052,15/12/24 11:24,227,outbound,Mizoram,274,0.198091384,1604
768,User_768,Parent_23,0.159297366,0.04943007,1605,Driving License,Active,01/09/24,0.010892577,28/12/24 11:24,259,outbound,Meghalaya,274,0.198091384,1605
769,User_769,Parent_8,0.014068041,0.553307249,1606,Driving License,Inactive,18/02/24,0.019150967,17/12/24 11:24,83,outbound,Kerala,289,0.114980071,1606
770,User_770,Parent_91,0.106093652,0.554719743,1607,Aadhaar Card,Inactive,07/06/24,0.044219616,03/01/25 11:24,267,inbound,Haryana,319,0.200653639,1607
771,User_771,Parent_40,0.170594753,0.455149826,1608,Voter Card,Active,09/06/24,0.081358238,18/12/24 11:24,234,SMS,Nagaland,59,0.063819428,1608
771,User_771,Parent_40,0.170594753,0.455149826,1609,Voter Card,Active,17/04/24,0.062505805,20/12/24 11:24,36,SMS,Tripura,59,0.063819428,1609
771,User_771,Parent_40,0.170594753,0.455149826,1610,Driving License,Active,26/06/24,0.02432423,31/01/25 11:24,104,inbound,Haryana,59,0.063819428,1610
772,User_772,Parent_95,0.133167076,0.435803031,1611,Voter Card,Inactive,02/09/24,0.035265304,27/11/24 11:24,165,inbound,Mizoram,268,0.096187398,1611
773,User_773,Parent_32,0.003481572,0.308713613,1612,Aadhaar Card,Inactive,03/08/24,0.033573861,27/01/25 11:24,285,inbound,Punjab,441,0.073407941,1612
773,User_773,Parent_32,0.003481572,0.308713613,1613,Voter Card,Inactive,15/11/24,0.059976353,30/01/25 11:24,266,inbound,Rajasthan,441,0.073407941,1613
773,User_773,Parent_32,0.003481572,0.308713613,1614,Aadhaar Card,Inactive,04/11/24,0.029312957,13/12/24 11:24,60,inbound,Tamil Nadu,441,0.073407941,1614
774,User_774,Parent_37,0.131150856,0.953096124,1615,Voter Card,Active,04/10/24,0.091487577,25/11/24 11:24,121,inbound,Maharashtra,409,0.006176822,1615
774,User_774,Parent_37,0.131150856,0.953096124,1616,Driving License,Active,19/01/25,0.010807298,09/01/25 11:24,257,outbound,Haryana,409,0.006176822,1616
774,User_774,Parent_37,0.131150856,0.953096124,1617,Aadhaar Card,Active,11/04/24,0.064897791,01/12/24 11:24,18,outbound,Maharashtra,409,0.006176822,1617
775,User_775,Parent_28,0.193390165,0.401951754,1618,Voter Card,Inactive,03/07/24,0.0194773,05/01/25 11:24,273,outbound,Tamil Nadu,36,0.181006611,1618
776,User_776,Parent_97,0.094040251,0.684814663,1619,Voter Card,Active,24/03/24,0.002654168,21/11/24 11:24,167,outbound,Uttar Pradesh,231,0.209761754,1619
777,User_777,Parent_12,0.021150183,0.394024088,1620,Driving License,Inactive,22/01/25,0.060277918,12/01/25 11:24,83,outbound,Punjab,45,0.135149523,1620
777,User_777,Parent_12,0.021150183,0.394024088,1621,Aadhaar Card,Active,28/06/24,0.06540021,24/12/24 11:24,202,inbound,Maharashtra,45,0.135149523,1621
778,User_778,Parent_23,0.008652084,0.207412671,1622,Driving License,Active,30/09/24,0.010584295,07/12/24 11:24,211,outbound,Haryana,293,0.013733278,1622
778,User_778,Parent_23,0.008652084,0.207412671,1623,Voter Card,Inactive,01/11/24,0.040886333,06/02/25 11:24,186,SMS,Mizoram,293,0.013733278,1623
779,User_779,Parent_86,0.021621465,0.190672935,1624,Voter Card,Inactive,24/01/25,0.081466858,28/11/24 11:24,29,inbound,Maharashtra,255,0.229613674,1624
780,User_780,Parent_52,0.088235111,0.779458157,1625,Voter Card,Inactive,02/02/25,0.010375248,01/12/24 11:24,23,inbound,Rajasthan,500,0.284018375,1625
781,User_781,Parent_33,0.057458984,0.898037483,1626,Aadhaar Card,Active,13/07/24,0.029097275,21/12/24 11:24,113,inbound,Chhattisgarh,220,0.143632217,1626
781,User_781,Parent_33,0.057458984,0.898037483,1627,Aadhaar Card,Inactive,26/09/24,0.004541157,30/01/25 11:24,257,SMS,Punjab,220,0.143632217,1627
781,User_781,Parent_33,0.057458984,0.898037483,1628,Voter Card,Inactive,18/04/24,0.078886654,06/01/25 11:24,221,SMS,Gujarat,220,0.143632217,1628
782,User_782,Parent_3,0.095098505,0.151910124,1629,Driving License,Active,19/11/24,0.047851578,17/12/24 11:24,190,inbound,Punjab,154,0.059014492,1629
782,User_782,Parent_3,0.095098505,0.151910124,1630,Aadhaar Card,Active,08/10/24,0.090107482,02/12/24 11:24,37,SMS,Nagaland,154,0.059014492,1630
783,User_783,Parent_90,0.045416798,0.982572833,1631,Aadhaar Card,Inactive,30/03/24,0.029362484,08/02/25 11:24,70,SMS,Mizoram,122,0.08803695,1631
783,User_783,Parent_90,0.045416798,0.982572833,1632,Aadhaar Card,Inactive,20/02/24,0.083964683,03/02/25 11:24,287,inbound,Arunachal Pradesh,122,0.08803695,1632
784,User_784,Parent_16,0.146108906,0.120885219,1633,Driving License,Inactive,30/10/24,0.037659668,02/12/24 11:24,218,outbound,Andhra Pradesh,79,0.007883908,1633
784,User_784,Parent_16,0.146108906,0.120885219,1634,Aadhaar Card,Active,24/12/24,0.09773719,15/02/25 11:24,113,SMS,Odisha,79,0.007883908,1634
784,User_784,Parent_16,0.146108906,0.120885219,1635,Voter Card,Inactive,21/05/24,0.001416707,30/01/25 11:24,99,outbound,Jharkhand,79,0.007883908,1635
785,User_785,Parent_46,0.047858807,0.954467242,1636,Aadhaar Card,Active,12/07/24,0.022478412,27/12/24 11:24,241,outbound,Telangana,124,0.27015411,1636
785,User_785,Parent_46,0.047858807,0.954467242,1637,Driving License,Inactive,04/11/24,0.03839513,14/01/25 11:24,135,SMS,West Bengal,124,0.27015411,1637
785,User_785,Parent_46,0.047858807,0.954467242,1638,Voter Card,Inactive,02/03/24,0.050652675,06/01/25 11:24,203,inbound,Goa,124,0.27015411,1638
786,User_786,Parent_42,0.117111255,0.14783716,1639,Voter Card,Active,12/02/25,0.048434055,18/01/25 11:24,72,inbound,Meghalaya,461,0.009772981,1639
787,User_787,Parent_62,0.112394719,0.148136101,1640,Aadhaar Card,Active,18/01/25,0.073891073,17/12/24 11:24,247,inbound,Jharkhand,81,0.271711228,1640
787,User_787,Parent_62,0.112394719,0.148136101,1641,Voter Card,Active,14/10/24,0.018750697,20/12/24 11:24,219,inbound,Chhattisgarh,81,0.271711228,1641
788,User_788,Parent_47,0.112020409,0.105754992,1642,Voter Card,Inactive,04/04/24,0.046116681,14/12/24 11:24,288,SMS,Uttar Pradesh,21,0.149561451,1642
789,User_789,Parent_15,0.121628054,0.57566696,1643,Driving License,Active,10/02/25,0.00079221,07/12/24 11:24,97,inbound,West Bengal,261,0.061115641,1643
789,User_789,Parent_15,0.121628054,0.57566696,1644,Voter Card,Inactive,20/07/24,0.0278738,28/12/24 11:24,144,inbound,Sikkim,261,0.061115641,1644
790,User_790,Parent_37,0.177684388,0.45005978,1645,Voter Card,Active,13/10/24,0.021575513,22/11/24 11:24,57,inbound,Arunachal Pradesh,457,0.005745758,1645
790,User_790,Parent_37,0.177684388,0.45005978,1646,Voter Card,Inactive,13/08/24,0.065772426,29/12/24 11:24,92,outbound,Gujarat,457,0.005745758,1646
790,User_790,Parent_37,0.177684388,0.45005978,1647,Aadhaar Card,Inactive,30/01/25,0.007001271,10/12/24 11:24,213,inbound,Kerala,457,0.005745758,1647
791,User_791,Parent_64,0.001841334,0.079316109,1648,Voter Card,Inactive,21/08/24,0.057102258,15/01/25 11:24,234,outbound,Chhattisgarh,130,0.203117118,1648
791,User_791,Parent_64,0.001841334,0.079316109,1649,Aadhaar Card,Inactive,17/12/24,0.057505783,09/12/24 11:24,99,SMS,Rajasthan,130,0.203117118,1649
791,User_791,Parent_64,0.001841334,0.079316109,1650,Voter Card,Inactive,16/06/24,0.03357261,25/12/24 11:24,57,inbound,Meghalaya,130,0.203117118,1650
792,User_792,Parent_7,0.090844432,0.030950737,1651,Driving License,Active,22/10/24,0.096081781,24/11/24 11:24,228,inbound,Nagaland,438,0.079679694,1651
793,User_793,Parent_2,0.098907425,0.536007971,1652,Driving License,Inactive,12/04/24,0.050681468,21/01/25 11:24,102,inbound,Karnataka,131,0.045883538,1652
793,User_793,Parent_2,0.098907425,0.536007971,1653,Driving License,Active,10/10/24,0.081830209,18/01/25 11:24,260,outbound,Madhya Pradesh,131,0.045883538,1653
794,User_794,Parent_21,0.185576245,0.464765721,1654,Driving License,Active,26/12/24,0.035096434,05/02/25 11:24,135,outbound,Uttarakhand,305,0.182327061,1654
794,User_794,Parent_21,0.185576245,0.464765721,1655,Driving License,Active,04/11/24,0.013237264,22/11/24 11:24,114,SMS,Bihar,305,0.182327061,1655
795,User_795,Parent_100,0.192603121,0.94214483,1656,Aadhaar Card,Inactive,20/10/24,0.071510052,20/12/24 11:24,285,SMS,Gujarat,137,0.125837306,1656
795,User_795,Parent_100,0.192603121,0.94214483,1657,Voter Card,Inactive,08/03/24,0.024679276,04/01/25 11:24,61,inbound,Andhra Pradesh,137,0.125837306,1657
796,User_796,Parent_59,0.003840164,0.250137684,1658,Aadhaar Card,Active,26/06/24,0.033929823,07/01/25 11:24,49,inbound,West Bengal,223,0.189683461,1658
797,User_797,Parent_73,0.055453286,0.195689775,1659,Aadhaar Card,Active,04/01/25,0.034952512,03/02/25 11:24,66,outbound,West Bengal,27,0.197648984,1659
797,User_797,Parent_73,0.055453286,0.195689775,1660,Aadhaar Card,Inactive,26/05/24,0.088137908,26/12/24 11:24,227,outbound,Odisha,27,0.197648984,1660
797,User_797,Parent_73,0.055453286,0.195689775,1661,Driving License,Inactive,17/04/24,0.087661073,24/11/24 11:24,259,outbound,Tamil Nadu,27,0.197648984,1661
798,User_798,Parent_49,0.121826082,0.437872906,1662,Driving License,Inactive,13/11/24,0.072468842,28/11/24 11:24,109,SMS,Arunachal Pradesh,485,0.008269625,1662
798,User_798,Parent_49,0.121826082,0.437872906,1663,Voter Card,Active,28/06/24,0.025762071,16/02/25 11:24,256,SMS,Goa,485,0.008269625,1663
798,User_798,Parent_49,0.121826082,0.437872906,1664,Aadhaar Card,Active,19/11/24,0.093668968,23/12/24 11:24,294,outbound,Nagaland,485,0.008269625,1664
799,User_799,Parent_17,0.028968866,0.346490995,1665,Aadhaar Card,Inactive,07/02/25,0.058232418,28/11/24 11:24,213,outbound,Haryana,439,0.099945908,1665
799,User_799,Parent_17,0.028968866,0.346490995,1666,Aadhaar Card,Active,22/03/24,0.035423052,20/12/24 11:24,97,inbound,Manipur,439,0.099945908,1666
799,User_799,Parent_17,0.028968866,0.346490995,1667,Voter Card,Active,04/08/24,0.043560487,15/02/25 11:24,209,SMS,Gujarat,439,0.099945908,1667
800,User_800,Parent_53,0.097729074,0.138587588,1668,Aadhaar Card,Inactive,19/10/24,0.07702485,13/02/25 11:24,223,SMS,Mizoram,220,0.143632217,1668
800,User_800,Parent_53,0.097729074,0.138587588,1669,Voter Card,Active,09/11/24,0.007223874,03/01/25 11:24,114,inbound,Tamil Nadu,220,0.143632217,1669
800,User_800,Parent_53,0.097729074,0.138587588,1670,Voter Card,Inactive,24/09/24,0.066503183,30/12/24 11:24,89,SMS,Manipur,220,0.143632217,1670
801,User_801,Parent_68,0.052349017,0.457833765,1671,Voter Card,Inactive,10/08/24,0.083211889,29/01/25 11:24,222,SMS,Arunachal Pradesh,159,0.12764894,1671
802,User_802,Parent_69,0.061482888,0.082720154,1672,Driving License,Active,07/08/24,0.067069039,21/12/24 11:24,56,SMS,Andhra Pradesh,402,0.211795168,1672
802,User_802,Parent_69,0.061482888,0.082720154,1673,Aadhaar Card,Active,18/05/24,0.048966167,13/02/25 11:24,226,outbound,Kerala,402,0.211795168,1673
803,User_803,Parent_9,0.01964696,0.172819722,1674,Voter Card,Active,08/09/24,0.029788288,09/12/24 11:24,294,inbound,Rajasthan,168,0.146626173,1674
803,User_803,Parent_9,0.01964696,0.172819722,1675,Aadhaar Card,Inactive,10/10/24,0.065936018,06/12/24 11:24,268,inbound,Gujarat,168,0.146626173,1675
803,User_803,Parent_9,0.01964696,0.172819722,1676,Driving License,Active,30/10/24,0.04421777,19/01/25 11:24,92,SMS,Arunachal Pradesh,168,0.146626173,1676
804,User_804,Parent_58,0.114901311,0.276506566,1677,Driving License,Inactive,07/09/24,0.091365255,07/12/24 11:24,141,outbound,Bihar,235,0.051987148,1677
804,User_804,Parent_58,0.114901311,0.276506566,1678,Driving License,Active,15/09/24,0.001086797,23/11/24 11:24,22,SMS,Bihar,235,0.051987148,1678
804,User_804,Parent_58,0.114901311,0.276506566,1679,Driving License,Active,15/01/25,0.02311401,16/12/24 11:24,37,inbound,Manipur,235,0.051987148,1679
805,User_805,Parent_15,0.100927989,0.575655715,1680,Driving License,Inactive,02/05/24,0.095894921,05/02/25 11:24,65,outbound,Tripura,492,0.096150407,1680
806,User_806,Parent_99,0.049530892,0.081833022,1681,Aadhaar Card,Inactive,24/07/24,0.056779504,08/02/25 11:24,148,SMS,Haryana,378,0.17104754,1681
806,User_806,Parent_99,0.049530892,0.081833022,1682,Voter Card,Active,26/08/24,0.064769661,05/02/25 11:24,115,inbound,Rajasthan,378,0.17104754,1682
806,User_806,Parent_99,0.049530892,0.081833022,1683,Aadhaar Card,Active,14/06/24,0.016047723,18/12/24 11:24,35,inbound,Odisha,378,0.17104754,1683
807,User_807,Parent_57,0.091927882,0.086150988,1684,Aadhaar Card,Inactive,01/11/24,0.025837106,06/01/25 11:24,200,inbound,Tripura,35,0.158148618,1684
808,User_808,Parent_78,0.108469828,0.076017705,1685,Voter Card,Inactive,11/09/24,0.003174503,22/11/24 11:24,21,inbound,Uttarakhand,181,0.115327319,1685
808,User_808,Parent_78,0.108469828,0.076017705,1686,Aadhaar Card,Active,28/10/24,0.03600172,21/01/25 11:24,65,SMS,Nagaland,181,0.115327319,1686
808,User_808,Parent_78,0.108469828,0.076017705,1687,Voter Card,Active,12/09/24,0.029102863,22/11/24 11:24,252,SMS,Karnataka,181,0.115327319,1687
809,User_809,Parent_34,0.062529886,0.49825877,1688,Aadhaar Card,Active,13/10/24,0.005007744,10/02/25 11:24,186,outbound,Goa,48,0.268265105,1688
810,User_810,Parent_29,0.030801602,0.695460075,1689,Driving License,Inactive,07/01/25,0.082652614,23/12/24 11:24,29,SMS,Meghalaya,401,0.1242883,1689
810,User_810,Parent_29,0.030801602,0.695460075,1690,Driving License,Inactive,19/11/24,0.079865131,07/01/25 11:24,38,inbound,Haryana,401,0.1242883,1690
811,User_811,Parent_76,0.037863167,0.909513536,1691,Voter Card,Active,01/03/24,0.029341567,06/12/24 11:24,249,SMS,Odisha,402,0.211795168,1691
811,User_811,Parent_76,0.037863167,0.909513536,1692,Voter Card,Active,12/12/24,0.002619737,17/12/24 11:24,19,outbound,Punjab,402,0.211795168,1692
811,User_811,Parent_76,0.037863167,0.909513536,1693,Driving License,Active,10/07/24,0.073632555,08/12/24 11:24,70,SMS,Chhattisgarh,402,0.211795168,1693
812,User_812,Parent_86,0.181626024,0.471640573,1694,Driving License,Inactive,16/03/24,0.061579199,10/02/25 11:24,63,SMS,Odisha,215,0.020731411,1694
812,User_812,Parent_86,0.181626024,0.471640573,1695,Driving License,Active,25/06/24,0.07165817,10/01/25 11:24,204,SMS,Madhya Pradesh,215,0.020731411,1695
812,User_812,Parent_86,0.181626024,0.471640573,1696,Aadhaar Card,Inactive,24/04/24,0.032395848,22/11/24 11:24,197,inbound,Arunachal Pradesh,215,0.020731411,1696
813,User_813,Parent_3,0.115986413,0.216097774,1697,Driving License,Inactive,19/07/24,0.099990009,24/01/25 11:24,37,outbound,Nagaland,325,0.196135399,1697
813,User_813,Parent_3,0.115986413,0.216097774,1698,Aadhaar Card,Inactive,20/11/24,0.044718368,29/12/24 11:24,122,inbound,Goa,325,0.196135399,1698
813,User_813,Parent_3,0.115986413,0.216097774,1699,Aadhaar Card,Inactive,17/04/24,0.086679626,10/01/25 11:24,43,inbound,Uttarakhand,325,0.196135399,1699
814,User_814,Parent_99,0.169565403,0.380320539,1700,Voter Card,Active,01/11/24,0.036452238,14/02/25 11:24,175,outbound,Sikkim,246,0.160407558,1700
815,User_815,Parent_70,0.084003292,0.269278278,1701,Voter Card,Active,08/06/24,0.024952468,25/01/25 11:24,118,inbound,Jharkhand,327,0.135571837,1701
815,User_815,Parent_70,0.084003292,0.269278278,1702,Voter Card,Active,21/09/24,0.05021096,02/02/25 11:24,227,outbound,Kerala,327,0.135571837,1702
816,User_816,Parent_46,0.021924988,0.084327714,1703,Aadhaar Card,Inactive,15/01/25,0.001761676,23/01/25 11:24,247,outbound,Madhya Pradesh,496,0.205913338,1703
817,User_817,Parent_100,0.012267778,0.561804374,1704,Voter Card,Active,25/08/24,0.04339704,18/11/24 11:24,92,SMS,Arunachal Pradesh,73,0.21842099,1704
817,User_817,Parent_100,0.012267778,0.561804374,1705,Driving License,Inactive,19/10/24,0.031919282,08/02/25 11:24,191,inbound,Maharashtra,73,0.21842099,1705
818,User_818,Parent_93,0.125242858,0.615111447,1706,Voter Card,Inactive,03/04/24,0.065967413,20/01/25 11:24,80,outbound,Punjab,434,0.234908919,1706
818,User_818,Parent_93,0.125242858,0.615111447,1707,Voter Card,Active,24/11/24,0.068395746,29/11/24 11:24,124,SMS,Assam,434,0.234908919,1707
818,User_818,Parent_93,0.125242858,0.615111447,1708,Aadhaar Card,Active,09/01/25,0.060017053,20/12/24 11:24,276,outbound,Meghalaya,434,0.234908919,1708
819,User_819,Parent_75,0.034035463,0.169835606,1709,Voter Card,Active,23/02/24,0.097698656,25/11/24 11:24,81,SMS,Bihar,468,0.190204834,1709
819,User_819,Parent_75,0.034035463,0.169835606,1710,Voter Card,Active,07/08/24,0.037982615,11/12/24 11:24,270,inbound,Chhattisgarh,468,0.190204834,1710
819,User_819,Parent_75,0.034035463,0.169835606,1711,Voter Card,Inactive,14/10/24,0.050596672,21/11/24 11:24,196,outbound,Jharkhand,468,0.190204834,1711
820,User_820,Parent_92,0.050083384,0.321377087,1712,Driving License,Inactive,22/09/24,0.095937595,12/01/25 11:24,109,inbound,Tamil Nadu,490,0.055169869,1712
820,User_820,Parent_92,0.050083384,0.321377087,1713,Driving License,Active,21/10/24,0.020569655,26/01/25 11:24,271,inbound,Arunachal Pradesh,490,0.055169869,1713
821,User_821,Parent_68,0.058207303,0.103412817,1714,Voter Card,Inactive,09/05/24,0.059662994,14/12/24 11:24,271,inbound,Jharkhand,169,0.005945873,1714
821,User_821,Parent_68,0.058207303,0.103412817,1715,Aadhaar Card,Inactive,22/01/25,0.016532211,03/02/25 11:24,203,inbound,Tamil Nadu,169,0.005945873,1715
821,User_821,Parent_68,0.058207303,0.103412817,1716,Driving License,Active,04/10/24,0.040471354,18/11/24 11:24,293,SMS,Arunachal Pradesh,169,0.005945873,1716
822,User_822,Parent_70,0.043784279,0.968876218,1717,Driving License,Inactive,05/10/24,0.041406717,10/02/25 11:24,276,outbound,Chhattisgarh,41,0.098427633,1717
823,User_823,Parent_93,0.139243646,0.713468496,1718,Voter Card,Inactive,26/02/24,0.019664332,21/11/24 11:24,251,inbound,Odisha,48,0.268265105,1718
823,User_823,Parent_93,0.139243646,0.713468496,1719,Driving License,Active,20/03/24,0.091978382,08/01/25 11:24,101,SMS,Kerala,48,0.268265105,1719
824,User_824,Parent_41,0.084969119,0.749179357,1720,Voter Card,Inactive,27/10/24,0.08606205,30/01/25 11:24,94,SMS,Haryana,459,0.252147366,1720
824,User_824,Parent_41,0.084969119,0.749179357,1721,Driving License,Active,06/12/24,0.092893363,05/12/24 11:24,261,SMS,Sikkim,459,0.252147366,1721
824,User_824,Parent_41,0.084969119,0.749179357,1722,Voter Card,Active,31/10/24,0.044439669,04/02/25 11:24,299,SMS,Maharashtra,459,0.252147366,1722
825,User_825,Parent_11,0.046296769,0.7506791,1723,Aadhaar Card,Inactive,06/09/24,0.026797762,24/12/24 11:24,142,outbound,Mizoram,384,0.044002644,1723
825,User_825,Parent_11,0.046296769,0.7506791,1724,Aadhaar Card,Active,14/12/24,0.077234101,15/12/24 11:24,44,outbound,Maharashtra,384,0.044002644,1724
826,User_826,Parent_39,0.163450741,0.136671161,1725,Aadhaar Card,Active,20/04/24,0.099298501,30/01/25 11:24,213,SMS,Andhra Pradesh,447,0.151412898,1725
826,User_826,Parent_39,0.163450741,0.136671161,1726,Voter Card,Active,11/08/24,0.094334961,05/02/25 11:24,170,SMS,Maharashtra,447,0.151412898,1726
827,User_827,Parent_36,0.054546544,0.034047099,1727,Voter Card,Active,29/04/24,0.098332949,15/02/25 11:24,153,outbound,Meghalaya,220,0.143632217,1727
827,User_827,Parent_36,0.054546544,0.034047099,1728,Voter Card,Inactive,18/05/24,0.050884876,20/01/25 11:24,127,SMS,Haryana,220,0.143632217,1728
828,User_828,Parent_47,0.148175251,0.743541326,1729,Aadhaar Card,Active,06/06/24,0.024006074,28/01/25 11:24,183,outbound,Assam,140,0.230370619,1729
828,User_828,Parent_47,0.148175251,0.743541326,1730,Aadhaar Card,Inactive,15/07/24,0.090084154,13/01/25 11:24,115,SMS,Jharkhand,140,0.230370619,1730
828,User_828,Parent_47,0.148175251,0.743541326,1731,Driving License,Inactive,14/12/24,0.070116477,02/12/24 11:24,51,SMS,Karnataka,140,0.230370619,1731
829,User_829,Parent_48,0.143499572,0.992928773,1732,Voter Card,Active,15/06/24,0.037800046,28/01/25 11:24,213,inbound,Mizoram,431,0.068271101,1732
830,User_830,Parent_48,0.026171894,0.119980555,1733,Driving License,Inactive,13/04/24,0.015867382,09/01/25 11:24,80,outbound,Andhra Pradesh,476,0.03207237,1733
830,User_830,Parent_48,0.026171894,0.119980555,1734,Driving License,Active,12/06/24,0.019015544,26/01/25 11:24,81,outbound,Tripura,476,0.03207237,1734
830,User_830,Parent_48,0.026171894,0.119980555,1735,Aadhaar Card,Inactive,05/09/24,0.06760776,03/01/25 11:24,126,SMS,Punjab,476,0.03207237,1735
831,User_831,Parent_32,0.048631614,0.091098371,1736,Aadhaar Card,Inactive,08/11/24,0.011534777,10/02/25 11:24,155,outbound,Sikkim,65,0.181917171,1736
832,User_832,Parent_47,0.036651391,0.300351601,1737,Voter Card,Active,29/08/24,0.028365604,29/11/24 11:24,131,SMS,Andhra Pradesh,314,0.110299221,1737
833,User_833,Parent_85,0.032255402,0.620578192,1738,Voter Card,Active,24/12/24,0.05635191,27/11/24 11:24,100,SMS,Assam,406,0.139201223,1738
833,User_833,Parent_85,0.032255402,0.620578192,1739,Voter Card,Active,12/10/24,0.017398269,29/12/24 11:24,233,inbound,Chhattisgarh,406,0.139201223,1739
834,User_834,Parent_52,0.112363954,0.520875437,1740,Voter Card,Active,17/05/24,0.038339858,09/01/25 11:24,59,SMS,Sikkim,350,0.060348716,1740
834,User_834,Parent_52,0.112363954,0.520875437,1741,Aadhaar Card,Active,08/01/25,0.02927412,27/01/25 11:24,280,outbound,Bihar,350,0.060348716,1741
835,User_835,Parent_7,0.142337218,0.169991001,1742,Voter Card,Active,25/09/24,0.003168264,29/01/25 11:24,52,outbound,West Bengal,404,0.220755436,1742
836,User_836,Parent_51,0.198302035,0.627002272,1743,Aadhaar Card,Inactive,13/09/24,0.007876592,17/01/25 11:24,123,outbound,Rajasthan,162,0.144166237,1743
836,User_836,Parent_51,0.198302035,0.627002272,1744,Driving License,Active,03/07/24,0.030942898,22/01/25 11:24,115,inbound,West Bengal,162,0.144166237,1744
837,User_837,Parent_48,0.159070787,0.60746704,1745,Voter Card,Active,05/07/24,0.073305526,03/02/25 11:24,19,inbound,Andhra Pradesh,164,0.15859727,1745
837,User_837,Parent_48,0.159070787,0.60746704,1746,Driving License,Inactive,17/02/24,0.021744486,08/02/25 11:24,52,SMS,Assam,164,0.15859727,1746
838,User_838,Parent_57,0.181578419,0.72331296,1747,Driving License,Inactive,14/02/25,0.02301188,18/11/24 11:24,242,inbound,Tripura,30,0.015764583,1747
